Table 1;;;;;;;;;;
Participant;Level;Activity Name;Score;Max Score;Correct;Errors;Time Spent  ;Returns to Explanation;Time spent in returned explanation;Key comments/Behaviour
;Area Chart;Area Comparison Activity;50;50;1;0;18;No;;Correctly identified Y-end.
;Stacked Area;First Stacking Activity;100;150;2;0;46;No;;Identified graph ready & clicked Y-axis.
;Stacked Area;Point Plotting Activity;500;500;10;0;68;No;;Perfect point placement.
;Stacked Area;Line Drawing Activity;50;50;1;0;7;No;;Fortnite category connected.
;Stacked Area;Stack Third Category;100;150;2;0;35;No;;Identified graph ready & clicked Y-axis.
;Stacked Area;2nd Point Plotting;500;500;10;0;175;No;;Slow but precise plotting.
;Stacked Area;2nd Line Drawing;50;50;1;0;7;No;;Minecraft category connected.
;Misleading;Years Missing Chart;25;50;1;1;19;No;;Misclicked full graph once.
;Misleading;Y Axis Increment Chart;50;50;1;0;57;No;;Found the non-incremental axis.
;Misleading;Comparison Chart;50;50;1;0;8;No;;Quick Y-axis identification.
;Misleading;Reversed Years Chart;50;50;1;0;11;No;;Quick X-axis identification.
;Misleading;Years Missing ;50;50;1;0;5;No;;Improved previous mistake.
;Misleading;Y Axis Increment ;50;50;1;0;2;No;;Very fast replay.
;Misleading;Comparison Chart ;50;50;1;0;2;No;;Very fast replay.
;Misleading;Reversed Years ;50;50;1;0;2;No;;Very fast replay.
P67;Base Chart;Axes Activity;500;500;11;11;258;Yes;1;"Repeatedly entered ""1015"" for X-start instead of ""2015""."
;Line Chart;Point Plotting Activity;225;500;10;13;117;No;;High error rate clicking the background while trying to plot (2016).
;Line Chart;Line Drawing Activity;50;50;1;0;9;No;;Successfully connected all points.
;Line Chart;Prepare Second Category;50;50;1;0;13;No;;Correctly identified no adjustment needed.
;Line Chart;2nd Point Plotting;500;500;10;1;39;No;;Much higher precision than the first plotting activity.
;Line Chart;2nd Line Drawing;50;50;1;0;11;No;;Correct connection created.
;Area Chart;Introduction Activity;50;50;1;0;9;No;;Area filled successfully.
;Area Chart;Area Comparison ;-100;200;2;4;165;Yes;1;Level Failed. Struggled with Y-End and comparability choice.
;Area Chart;Introduction ;50;50;1;0;3;No;;Quick replay.
;Area Chart;Area Comparison ;25;50;1;1;27;No;;Improved on second attempt after returning to explanation.
;Stacked Area;First Stacking;25;150;1;1;16;No;;Correct axis clicked but initially said graph was ready.
;Stacked Area;Point Plotting;475;500;10;1;95;No;;One background misclick at 2019.
;Stacked Area;Line Drawing;50;50;1;0;4;No;;Points correctly connected.
;Stacked Area;Stack Third;25;150;1;1;13;No;;Correct axis clicked after initially saying graph was ready.
;Stacked Area;2nd Point Plotting;400;500;10;4;38;No;;Several misclicks/wrong points in the 2019-2023 range.
;Stacked Area;2nd Line Drawing;50;50;1;0;3;No;;Points correctly connected.
;Misleading;Years Missing;-50;50;1;4;59;No;;"Repeatedly clicked ""FullGraph"" before finding X-axis."
;Misleading;Y Axis Increment;-25;50;1;3;31;No;;Misidentified parts of the axis before the correct answer.
;Misleading;Comparison Chart;50;50;1;0;9;No;;Found Y-axis immediately.
;Misleading;Reversed Years;-25;50;1;3;29;No;;Misclicked FullGraph and Y-Axis before finding X-axis.
;Misleading;Years Missing ;50;50;1;0;4;No;;Replay: Found immediately.
;Misleading;Y Axis Increment ;50;50;1;0;2;No;;Replay: Found immediately.
;Misleading;Comparison Chart ;50;50;1;0;2;No;;Replay: Found immediately.
;Misleading;Reversed Years ;25;50;1;1;5;No;;Replay: One misclick on Y-axis.
P68;Base Chart;Axes Activity;500;500;9;1;171;No;;Entered 80 for Y-end initially before correcting to 30.
;Line Chart;Point Plotting Activity;500;500;10;0;39;No;;Perfect plotting execution.
;Line Chart;Line Drawing Activity;0;50;1;2;8;No;;Two failed attempts before connecting all points.
;Line Chart;Prepare Second Category;150;150;3;2;76;No;;Misclicked X-axis and GraphStart before finding Y-axis.
;Line Chart;2nd Point Plotting;500;500;10;1;31;No;;One background misclick.
;Line Chart;2nd Line Drawing;-25;50;1;1;22;No;;One incomplete connection attempt.
;Area Chart;Introduction Activity;50;50;1;0;6;No;;Quick successful area fill.
;Area Chart;Area Comparison Activity;50;50;1;0;16;No;;Correctly identified Y-end consistency.
;Stacked Area;First Stacking Activity;100;150;2;0;43;No;;Identified graph not ready and clicked Y-axis.
;Stacked Area;Point Plotting Activity;475;500;10;1;33;No;;One background misclick at 2022.
;Stacked Area;Line Drawing Activity;50;50;1;0;33;No;;Successful connection for Fall Guys.
;Stacked Area;Stack Third Category;50;150;1;1;103;No;;Incorrectly clicked 'Yes' initially.
;Stacked Area;2nd Point Plotting;325;500;10;7;132;No;;Heavy clicking errors around the 2022 point.
;Stacked Area;2nd Line Drawing;50;50;1;0;103;No;;Successful connection for Fortnite.
;Misleading;Years Missing Chart;50;50;1;0;7;No;;Quick identification of X-axis.
;Misleading;Y Axis Increment Chart;50;50;1;0;13;No;;Correctly identified Y-axis scale error.
;Misleading;Comparison Chart;50;50;1;1;19;No;;Misclicked FullGraph once.
;Misleading;Reversed Years Chart;50;50;1;0;13;No;;Correctly identified X-axis reversal.
;Misleading;Years Missing ;50;50;1;0;2;No;;Near-instant correct click.
;Misleading;Y Axis Increment ;50;50;1;0;4;No;;Very fast replay.
;Misleading;Comparison Chart ;50;50;1;0;2;No;;Improved from previous attempt.
;Misleading;Reversed Years ;50;50;1;0;5;No;;Confirmed mastery.
P69;Base Chart;Axes Activity;625;500;10;3;158;No;;Bonus points logic applied in logs. Struggled with axis increments.
;Line Chart;Point Plotting Activity;500;500;10;1;27;No;;"High accuracy; one background misclick at 2022."
;Line Chart;Line Drawing Activity;50;50;1;0;9;No;;Points connected successfully on first attempt.
;Line Chart;Prepare Second Category;175;150;3;2;42;No;;Misclicked X-axis and entered one incorrect Y-end (600).
;Line Chart;2nd Point Plotting;500;500;10;1;68;No;;One background misclick at 2023.
;Line Chart;2nd Line Drawing;50;50;1;0;6;No;;Correct connection created.
;Area Chart;Introduction Activity;50;50;1;0;19;No;;Successfully filled area after 3 hand animations.
;Area Chart;Area Comparison Activity;50;50;1;0;16;No;;No comparability issues encountered.
;Stacked Area;First Stacking Activity;100;150;2;0;15;No;;Correctly identified graph needs adjustment (Y-axis).
;Stacked Area;Point Plotting Activity;475;500;10;1;32;No;;One background misclick at 2019.
;Stacked Area;Line Drawing Activity;50;50;1;0;7;No;;Category 'Pokemon Go' correctly connected.
;Stacked Area;Stack Third Category;100;150;2;0;8;No;;Fast identification of Y-axis adjustment.
;Stacked Area;2nd Point Plotting;450;500;10;2;55;No;;Background misclick and wrong point at 2016/2017.
;Stacked Area;2nd Line Drawing;50;50;1;0;6;No;;Category 'PubG' correctly connected.
;Misleading;Years Missing Chart;50;50;1;0;9;No;;Identified X-axis error quickly.
;Misleading;Y Axis Increment Chart;50;50;1;0;13;No;;Correct identification of non-incremental Y-axis.
;Misleading;Comparison Chart;50;50;1;0;13;No;;Correct identification of Y-axis discrepancy.
;Misleading;Reversed Years Chart;50;50;1;0;6;No;;Found X-axis reversal immediately.
;Misleading;Years Missing ;50;50;1;0;5;No;;Replay 1: Maintained accuracy.
;Misleading;Y Axis Increment ;50;50;1;0;4;No;;Replay 1: Very fast response.
;Misleading;Comparison Chart ;50;50;1;0;4;No;;Replay 1: Fast response.
;Misleading;Reversed Years ;25;50;1;1;2;No;;Replay 1: Misclicked Y-axis first.
;Misleading;Years Missing ;50;50;1;0;3;No;;Replay 2: High speed.
;Misleading;Y Axis Increment ;50;50;1;0;2;No;;Replay 2: High speed.
;Misleading;Comparison Chart ;50;50;1;0;5;No;;Replay 2: Consistent accuracy.
;Misleading;Reversed Years ;0;50;1;2;3;No;;Replay 2: Multiple misclicks (FullGraph/YAxis).
P70;Base Chart;Axes Activity;225;500;8;13;379;Yes;60;Significant difficulty with Y-axis increments (8 failed attempts).
;Line Chart;Point Plotting Activity;350;500;10;10;135;No;;Struggled significantly with the 2021, 76 point (9 errors).
;Line Chart;Line Drawing Activity;50;50;1;0;10;Yes;5;Fast and accurate connection.
;Area Chart;Introduction Activity;50;50;1;0;10;No;;Simple area fill task completed quickly.
;Area Chart;Area Comparison Activity;75;200;4;3;149;No;;Correctly identified non-comparability but struggled with Y-end adjustment.
;Stacked Area;First Stacking Activity;-75;150;1;5;57;No;;"Incorrectly thought graph was ready; misclicked several graph parts."
;Stacked Area;Point Plotting Activity;50;500;10;18;216;No;;Extremely high error rate (14 errors) on the 2021, 90 point.
;Stacked Area;Line Drawing Activity;50;50;1;0;5;No;;Successful line connection.
;Stacked Area;Stack Third Category;100;150;2;0;9;No;;Quick and accurate adjustment identification.
;Stacked Area;2nd Point Plotting;475;500;10;1;56;No;;Much improved plotting performance compared to first set.
;Stacked Area;2nd Line Drawing;0;50;1;2;7;No;;Two failed attempts before connecting all points.
;Misleading;Years Missing Chart;25;50;1;1;38;No;;Misclicked FullGraph initially.
;Misleading;Y Axis Increment Chart;50;50;1;0;18;No;;Correctly identified non-incremental scale.
;Misleading;Comparison Chart;50;50;1;0;21;No;;Correctly identified Y-axis discrepancy.
;Misleading;Reversed Years Chart;50;50;1;0;10;No;;Identified X-axis reversal quickly.
P71;Base Chart;Axes Activity;375;500;9;7;287;Yes;12;Struggled with axis increments (X and Y).
;Base Chart;Axes Activity;475;500;10;2;66;No;;"Improved accuracy; misclicked X-start and Y-end once."
;Line Chart;Point Plotting Activity;500;500;10;3;65;No;;background misclicks at 2018, 2020, and 2021.
;Line Chart;Line Drawing Activity;50;50;1;0;7;No;;Connected all points successfully.
;Line Chart;Prepare Second Category;50;50;1;0;13;No;;Correctly identified no graph adjustment needed.
;Line Chart;2nd Point Plotting;500;500;10;0;29;No;;Perfect plotting for second category.
;Line Chart;2nd Line Drawing;50;50;1;1;27;No;;One background misclick before connecting.
;Area Chart;Introduction Activity ;50;50;1;0;7;No;;Area filled successfully.
;Area Chart;Introduction Activity ;50;50;1;0;6;No;;Consistent performance.
;Area Chart;Area Comparison Activity;50;50;1;0;31;Yes;1;Completed after a return to Explanation.
;Stacked Area;First Stacking Activity;50;150;2;2;24;No;;Misclicked FullGraph twice before finding Y-axis.
;Stacked Area;Point Plotting Activity;325;500;10;7;104;No;;Significant trouble clicking the 2015 and 2023 points.
;Stacked Area;Line Drawing Activity;50;50;1;0;4;No;;Points connected for Brawl Stars.
;Stacked Area;Stack Third Category;100;150;2;0;9;No;;Fast and accurate adjustment identification.
;Stacked Area;2nd Point Plotting;450;500;10;2;109;No;;Misclicked background at 2020 and 2021.
;Stacked Area;2nd Line Drawing;50;50;1;0;3;No;;Points connected for PubG.
;Misleading;Years Missing Chart ;0;50;1;2;19;No;;Repeatedly clicked FullGraph before X-axis.
;Misleading;Y Axis Increment Chart ;50;50;1;0;8;No;;Identified non-incremental scale correctly.
;Misleading;Comparison Chart ;50;50;1;1;13;No;;One misclick before finding Y-axis error.
;Misleading;Reversed Years Chart ;50;50;1;0;8;No;;Found X-axis reversal immediately.
;Misleading;Years Missing Chart ;50;50;1;0;11;No;;Improved: No errors on replay.
;Misleading;Y Axis Increment Chart ;50;50;1;0;11;No;;Maintained accuracy.
;Misleading;Comparison Chart ;50;50;1;0;7;No;;Improved: No errors on replay.
;Misleading;Reversed Years Chart ;50;50;1;0;2;No;;Extremely fast identification.
P72;Base Chart;Axes Activity;400;500;9;5;121;No;;Struggled significantly with Y-axis increments.
;Line Chart;Point Plotting ;-400;500;10;36;187;No;;"Extremely high error rate; repeatedly clicked wrong points."
;Line Chart;Line Drawing ;-575;50;1;25;54;No;;Attempted to connect points out of order/incomplete.
;Line Chart;Prepare 2nd Category;50;50;1;0;11;No;;Correctly identified no adjustment needed.
;Line Chart;2nd Point Plotting;500;500;10;2;30;No;;Massive improvement over first plotting activity.
;Line Chart;2nd Line Drawing;-25;50;1;1;7;Yes;3;One incomplete connection before success.
;Line Chart;Point Plotting ;475;500;10;1;25;No;;Replayed after returning to explanation.
;Line Chart;Line Drawing ;50;50;1;0;10;No;;Perfect execution on second attempt.
;Area Chart;Introduction Activity;50;50;1;0;8;No;;Successful area fill.
;Area Chart;Area Comparison;25;200;1;1;13;No;;Entered incorrect Y-End initially.
;Stacked Area;1st Stacking Activity;-25;150;2;5;42;No;;Misclicked FullGraph 4 times before Y-axis.
;Stacked Area;Point Plotting;-325;500;10;33;115;No;;Major difficulty clicking the 2018 point.
;Stacked Area;Line Drawing;50;50;1;0;5;No;;Successfully connected Minecraft points.
;Stacked Area;Stack 3rd Category;100;150;2;2;33;No;;Improved recognition of graph parts.
;Stacked Area;2nd Point Plotting;475;700;10;5;45;No;;Struggled with point 2020 (981).
;Stacked Area;2nd Line Drawing;50;50;1;0;6;No;;Correctly connected Among Us points.
;Stacked Area;1st Stacking;100;150;2;1;8;No;;"Replayed level; much faster recognition."
;Stacked Area;Point Plotting ;450;500;10;1;25;No;;Massive reduction in errors (33 down to 1).
;Stacked Area;2nd Point Plotting;150;500;10;8;39;No;;Performance dipped during the second category.
;Misleading;Missing Years Activity;50;50;1;0;12;No;;Fast identification of X-axis gap.
;Misleading;Y Axis Increment;50;50;1;0;20;No;;Found non-incremental scale successfully.
;Misleading;Misleading Comparison Chart Activity;50;50;1;0;7;No;;Success
;Misleading; Misleading Reversed Years Chart Activity;50;50;1;0;6;No;;Success
P73;Base Chart;Axes Activity;425;500;10;4;119;No;;Struggled with Y-axis increments and labels.
;Line Chart;Point Plotting ;-500;500;10;40;160;No;;"Severe difficulty; repeatedly clicked 2015, 30."
;Line Chart;Line Drawing ;50;50;1;0;7;No;;Clean execution.
;Line Chart;Prepare Second Category;N/A;N/A;2;1;105;No;;"Logic error on adjustment check; failed Y increment."
;Line Chart;Point Plotting ;N/A;500;3;11;31;Yes;23;Abandoned attempt after multiple errors.
;Line Chart;Point Plotting ;325;500;10;7;77;Yes;1;Final successful attempt at plotting.
;Line Chart;Line Drawing ;50;50;1;0;4;No;;Quick completion.
;Line Chart;Prepare Second Category ;-25;50;0;1;10;No;;Incorrectly identified adjustment need.
;Line Chart;Second Point Plotting;500;500;10;0;27;No;;Perfect performance on the second category.
;Line Chart;Second Line Drawing;0;50;1;0;3;No;;Zero score recorded in log.
;Area Chart;Introduction Activity;50;50;1;0;4;No;;Fast completion.
;Area Chart;Area Comparison;25;50;1;1;17;No;;One incorrect Y-End entry.
;Stacked Area;First Stacking Activity;100;150;2;0;12;No;;High accuracy on graph readiness/part selection.
;Stacked Area;Point Plotting;475;500;10;5;63;No;;Minor difficulty with points 2019 and 2020.
;Stacked Area;Line Drawing;50;50;1;0;5;No;;Successful connection.
;Stacked Area;Stack Third Category;100;150;2;0;11;No;;Clear understanding of 3rd layer setup.
;Stacked Area;Second Point Plotting;650;700;14;4;49;No;;Strong performance across 14 data points.
;Stacked Area;Second Line Drawing;50;50;1;0;4;No;;Successful connection.
;Misleading;Years Missing Chart;50;50;1;0;11;No;;Immediate identification of X-axis gap.
;Misleading;Y Axis Increment Chart;50;50;1;0;11;No;;Fast recognition of scale manipulation.
;Misleading;Comparison Chart;50;50;1;1;5;No;;One misclick on FullGraph before Y-axis.
;Misleading;Reversed Years Chart;50;50;1;0;5;No;;Quick detection of reversed chronology.
